,tconst,primary_title,original_title,start_year,runtime_minutes,genres,actor,actress,composer,director,editor,producer,writer,movrating,r males,r females,r imdb users,r aged 18 29,r aged 30 44,r males aged 18 29,r males aged 30 44,r females aged 18 29,r top 1000 voters,r us users,r non us users,budget,global_gross,budget_inmil,gross_inmil,profit_ratio
0,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi","nm0695435, nm1339223","nm0397171, nm0339460",,nm1119880,,nm0189777,"nm0415425, nm0798646, nm2081046, nm0000341",PG-13,6.9,7.3,7.0,7.1,6.9,7.0,6.8,7.4,6.8,7.1,6.8,150000000,1648854864,150.0,1648.854864,10.99236576
1,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi","nm0910607, nm0991810","nm4023073, nm0000124",nm0432725,nm0001675,,nm0484457,"nm0000116, nm0436164, nm1738737",PG-13,7.3,7.3,7.3,7.2,7.3,7.2,7.3,7.2,6.8,7.3,7.2,170000000,404852543,170.0,404.852543,2.3814855470588236
2,tt0448115,Shazam!,Shazam!,2019,132.0,"Action,Adventure,Comedy","nm1157048, nm0835016, nm4755508, nm6244013",,,nm2497546,,nm0755911,"nm2849655, nm0501359, nm1791910, nm1304148",PG-13,7.0,7.2,7.1,7.2,6.9,7.1,6.9,7.3,6.8,7.3,6.9,100000000,365971656,100.0,365.971656,3.65971656
3,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",nm1517976,"nm2933757, nm0000705, nm0205063",,nm0420941,,,"nm4243936, nm0374302, nm0811583, nm0297229, nm0551376",PG-13,7.3,7.8,7.4,7.5,7.3,7.5,7.2,7.9,7.0,7.7,7.2,149000000,821763408,149.0,821.763408,5.515190657718121
4,tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music","nm0000982, nm0000123, nm2403277, nm0000146",,nm0001980,"nm0001053, nm0001054",,"nm0079677, nm0271479",,PG-13,6.3,6.2,6.3,6.5,6.2,6.5,6.2,6.3,6.0,6.4,6.3,22000000,62429013,22.0,62.429013,2.837682409090909
5,tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy","nm0748620, nm0000140, nm1015684",nm1431940,,nm0715636,,,"nm1293367, nm0942367, nm0180428, nm0570912, nm0498278",PG-13,7.2,7.4,7.3,7.3,7.2,7.3,7.2,7.4,7.1,7.4,7.2,130000000,519445163,130.0,519.445163,3.995732023076923
6,tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History","nm1940449, nm3485845, nm0000553, nm0038355",,,nm0000217,,"nm0256542, nm0147603, nm0208381","nm0168379, nm0256870",R,7.1,7.0,7.2,7.5,6.9,7.5,7.0,7.2,6.6,7.4,7.0,46000000,23737523,46.0,23.737523,0.5160331086956521
7,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery","nm1025139, nm0301959, nm0000352",nm4436761,,nm1279573,,nm0531827,"nm0521649, nm1096524, nm0326040, nm0840626",PG-13,4.4,4.8,4.5,4.4,4.5,4.3,4.4,4.7,4.4,4.5,4.4,25000000,83018523,25.0,83.018523,3.32074092
8,tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama","nm2353862, nm0000460, nm0801674, nm3832790",,,nm0114226,,"nm3289797, nm1853997, nm0696299, nm1001945",nm2216692,PG-13,7.2,7.4,7.2,7.4,7.1,7.4,7.1,7.5,6.4,7.2,7.1,10000000,12158142,10.0,12.158142,1.2158142
9,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy","nm1379938, nm0004936, nm1002641",nm1745736,,nm1512910,,"nm0746273, nm1568035, nm0308672, nm0419169",nm0495378,PG-13,6.8,6.9,6.8,6.9,6.7,6.9,6.7,7.0,6.0,6.4,6.7,160000000,433677183,160.0,433.677183,2.71048239375
10,tt0810819,The Danish Girl,The Danish Girl,2015,119.0,"Biography,Drama,Romance","nm1519666, nm0924210","nm2539953, nm1720028",,nm0393799,,"nm0365478, nm0079677, nm0271479","nm0185309, nm2286442",R,6.9,7.5,7.1,7.2,7.0,6.9,6.8,7.6,6.1,6.8,7.0,15000000,66542904,15.0,66.542904,4.436193599999999
11,tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller","nm0164809, nm0001475","nm1541272, nm5503448",,"nm1556116, nm1552637",,nm0225146,"nm0000175, nm0338557, nm1161528",R,5.7,5.7,5.7,5.7,5.7,5.8,5.7,5.7,5.5,5.7,5.6,21000000,112399944,21.0,112.399944,5.352378285714286
12,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,"nm0366389, nm1265802, nm1649714",nm0192505,nm0501999,nm1275670,,"nm0276178, nm0655510",nm1191891,R,6.6,6.7,6.6,6.8,6.5,6.8,6.5,6.8,5.5,6.5,6.6,23000000,80171596,23.0,80.171596,3.485721565217391
13,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama","nm0002907, nm4920741, nm7222287, nm0910607",,,nm0946734,,"nm0525059, nm0057655","nm3092414, nm0108132, nm0123194",PG-13,6.1,6.6,6.2,6.2,6.2,6.2,6.1,6.6,5.7,6.3,6.1,180000000,356743061,180.0,356.743061,1.9819058944444445
14,tt0974015,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy","nm0000255, nm0597388, nm3009232",nm2933757,,nm0811583,,,"nm1189346, nm0796950, nm0795975, nm0006516, nm0923736",PG-13,6.3,6.6,6.3,6.3,6.3,6.3,6.3,6.6,6.0,6.3,6.3,300000000,614729668,300.0,614.729668,2.049098893333333
15,tt1014763,Child 44,Child 44,2015,137.0,"Crime,Drama,History","nm0362766, nm0000198, nm1172478",nm0636426,,nm1174251,,"nm0000631, nm0769644","nm0697115, nm1602547, nm1195553",R,6.4,6.7,6.5,6.6,6.4,6.5,6.3,6.8,5.9,6.4,6.4,50000000,12951093,50.0,12.951093,0.25902186
16,tt1029360,Poltergeist,Poltergeist,2015,93.0,"Horror,Thriller",nm0005377,"nm1679669, nm4149623, nm3061574",,nm1481493,,nm0498175,"nm1865755, nm0000229, nm0334457, nm0896131",PG-13,4.9,5.0,4.9,4.9,4.9,4.9,4.9,5.1,4.9,5.0,4.9,35000000,95437994,35.0,95.437994,2.7267998285714286
17,tt1051904,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family","nm0085312, nm1910255, nm2619114",nm3843467,,nm1224299,,nm0287149,"nm0501359, nm0018735, nm0438989, nm0830419",PG,6.3,6.5,6.3,6.4,6.2,6.4,6.2,6.5,6.0,6.5,6.2,67000000,156246468,67.0,156.246468,2.3320368358208956
18,tt1083452,Eddie the Eagle,Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama","nm5473782, nm0413168, nm8030441",nm0366846,,nm0002077,,"nm0717230, nm0092061, nm0534173","nm2306331, nm2035069",PG-13,7.3,7.5,7.4,7.4,7.3,7.4,7.3,7.6,6.8,7.3,7.3,23000000,46152411,23.0,46.152411,2.0066265652173914
19,tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016,103.0,"Drama,Horror,Mystery","nm0000422, nm0302330, nm0341174",nm0935541,,nm0870469,,"nm6618222, nm0009190","nm1061091, nm1173295, nm3227090",PG-13,7.2,7.0,7.2,7.4,7.2,7.4,7.2,7.1,7.2,7.4,7.1,15000000,110216998,15.0,110.216998,7.347799866666667
20,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy","nm1212722, nm0252230, nm0938950",nm1046097,,nm0220600,,nm0270559,"nm3123612, nm1803036, nm0498278, nm0228492",PG-13,7.4,7.7,7.5,7.6,7.4,7.6,7.4,7.7,7.1,7.5,7.4,165000000,677718395,165.0,677.718395,4.107384212121212
21,tt1212428,The Lost City of Z,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama","nm0402271, nm1500155, nm4043618",nm1092227,,nm0336695,,"nm1250070, nm0306890, nm5030216, nm0441097",nm2970418,PG-13,6.6,6.4,6.6,6.8,6.5,6.9,6.5,6.6,6.3,6.7,6.5,30000000,17509437,30.0,17.509437,0.5836479
22,tt1213641,First Man,First Man,2018,141.0,"Biography,Drama,History","nm0331516, nm0164809, nm0151419",nm2946516,,nm3227090,,"nm2327099, nm2125212, nm0324041","nm1802857, nm2973253",PG-13,7.3,7.1,7.3,7.5,7.2,7.5,7.2,7.3,6.6,7.3,7.2,60000000,105697415,60.0,105.697415,1.7616235833333334
23,tt1219827,Ghost in the Shell,Ghost in the Shell,2017,107.0,"Action,Drama,Sci-Fi","nm1561982, nm0001429","nm0424060, nm0000300",,nm2782185,,nm7191024,"nm0794385, nm1150145, nm0923980, nm0472567",PG-13,6.4,6.3,6.3,6.3,6.4,6.3,6.4,6.3,5.9,6.2,6.3,110000000,169801921,110.0,169.801921,1.5436538272727272
24,tt1226837,Beautiful Boy,Beautiful Boy,2018,120.0,"Biography,Drama","nm0136797, nm6244013","nm0005491, nm7294937",,nm0886976,,"nm1250070, nm0306890","nm1729294, nm2997310, nm2996954",R,7.2,7.4,7.3,7.3,7.2,7.3,7.2,7.5,6.3,7.2,7.2,25000000,16259442,25.0,16.259442,0.65037768
25,tt1255919,Holmes & Watson,Holmes & Watson,2018,90.0,"Adventure,Comedy,Crime","nm0002071, nm0000604, nm0000146",nm0356017,nm0065100,nm1000113,,"nm0570912, nm0588612, nm0870106",nm0236279,PG-13,3.9,3.8,3.8,3.6,4.0,3.6,4.0,3.8,3.8,3.7,3.9,42000000,40466970,42.0,40.46697,0.9634992857142858
26,tt1270797,Venom,Venom,2018,112.0,"Action,Sci-Fi,Thriller","nm0362766, nm1981893, nm2020278",nm0931329,,nm0281508,,,"nm2163440, nm0684374, nm0003298, nm0545150, nm0568825",PG-13,6.6,7.1,6.7,6.7,6.6,6.6,6.5,7.2,6.3,6.6,6.6,100000000,855013954,100.0,855.013954,8.55013954
27,tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",,"nm0565250, nm1325419, nm0571952, nm0428656",,nm0082450,,nm1166871,"nm1767754, nm0718645, nm0000101, nm0000601",PG-13,4.9,6.4,5.2,5.3,5.2,4.8,4.9,6.5,4.9,5.4,5.1,144000000,229147509,144.0,229.147509,1.5913021458333334
28,tt1292566,How to Be Single,How to Be Single,2016,110.0,"Comedy,Drama,Romance",,"nm0424848, nm2313103, nm0005182, nm1555340",,nm0228542,,nm0725444,"nm0463359, nm0799050, nm1401416, nm0875710",R,5.8,6.4,6.1,6.3,5.9,6.0,5.7,6.5,5.1,6.0,6.0,38000000,112343513,38.0,112.343513,2.956408236842105
29,tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,"Action,Adventure,Thriller","nm0004874, nm0947447, nm6806246",nm2138653,,nm0142286,,"nm2176972, nm0456929, nm0005387","nm0929186, nm2400444",PG-13,5.2,5.6,5.2,5.3,5.1,5.3,5.1,5.8,5.0,5.3,5.1,85000000,346147658,85.0,346.147658,4.072325388235294
30,tt1298644,The Hustle,The Hustle,2019,93.0,"Comedy,Crime","nm5189784, nm0625789","nm0004266, nm2313103",,nm1128050,,nm0083696,"nm0788630, nm0377417, nm0490958, nm2356614",PG-13,5.2,5.8,5.4,5.6,5.3,5.3,5.2,5.9,4.4,5.3,5.3,21000000,95017038,21.0,95.017038,4.524620857142857
31,tt1340138,Terminator Genisys,Terminator Genisys,2015,126.0,"Action,Adventure,Sci-Fi","nm0000216, nm0164809, nm2541974",nm3592338,,nm0851930,,nm1911103,"nm0436164, nm0527261, nm0000116, nm0005036",PG-13,6.3,6.6,6.3,6.3,6.4,6.3,6.3,6.6,6.0,6.3,6.3,155000000,440603537,155.0,440.603537,2.842603464516129
32,tt1355631,The Infiltrator,The Infiltrator,2016,127.0,"Biography,Crime,Drama","nm0186505, nm0000491","nm1208167, nm0752407",,nm1026778,,"nm2210071, nm2228329, nm0781829","nm5984688, nm2452397",R,7.0,7.0,7.0,7.1,7.0,7.1,7.0,7.1,6.4,7.0,7.0,28000000,14805854,28.0,14.805854,0.5287805
33,tt1355644,Passengers,Passengers,2016,116.0,"Drama,Romance,Sci-Fi","nm0695435, nm0790688, nm0000401",nm2225369,,nm0878763,,"nm0605775, nm1336500, nm3052130, nm1506459",nm3123612,PG-13,7.0,7.0,7.0,7.0,6.9,7.0,6.9,7.0,6.6,6.9,6.9,110000000,303144152,110.0,303.144152,2.7558559272727274
34,tt1355683,Black Mass,Black Mass,2015,123.0,"Biography,Crime,Drama","nm0000136, nm1212722, nm0249291",nm0424848,,nm0178376,,nm0971956,"nm3286851, nm0125336, nm3251662, nm3238883",R,6.9,6.8,6.9,7.0,6.8,7.0,6.8,6.8,6.6,7.0,6.8,53000000,99775678,53.0,99.775678,1.882559962264151
35,tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy","nm0922035, nm0324658, nm0943079",nm2539953,,nm1012385,,,"nm2824501, nm4039044, nm3322414, nm2489193, nm1897248",PG-13,6.3,6.5,6.3,6.4,6.2,6.3,6.2,6.6,6.0,6.3,6.2,94000000,274650803,94.0,274.650803,2.9218170531914893
36,tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy","nm0000226, nm0001467","nm3053338, nm0205626",nm1888527,nm0043742,,"nm0746273, nm0837112",nm1694619,PG-13,5.9,6.4,6.0,6.0,5.9,5.9,5.9,6.4,5.7,5.9,5.9,175000000,746846894,175.0,746.846894,4.267696537142857
37,tt1389072,Downsizing,Downsizing,2017,135.0,"Drama,Sci-Fi","nm0000354, nm0910607","nm2186865, nm1325419",nm0448843,nm0668247,nm0855188,nm0425741,nm0852591,R,5.7,5.7,5.7,5.6,5.7,5.6,5.7,5.6,5.6,5.6,5.7,68000000,38716619,68.0,38.716619,0.5693620441176471
38,tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography","nm1165110, nm0614165, nm0322407, nm0924210",,,nm0000165,,nm0004976,"nm0495378, nm0415425, nm0798646, nm1090930",PG-13,6.9,7.0,6.9,7.0,6.8,7.0,6.8,7.0,6.4,6.8,6.8,100000000,93920758,100.0,93.920758,0.93920758
39,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi","nm0362766, nm0396558","nm0000234, nm2368789",nm0432725,nm0004306,,"nm0593294, nm0900840","nm0565068, nm0490147",R,8.1,7.9,8.1,8.3,8.0,8.3,8.1,8.1,7.9,8.2,8.0,150000000,378436354,150.0,378.436354,2.5229090266666665
40,tt1396484,It,It,2017,135.0,"Horror,Thriller","nm0803889, nm5897057, nm6016511",nm6096118,,nm0615592,,nm0334381,"nm1286060, nm1560977, nm2477891, nm0000175",R,7.3,7.4,7.3,7.4,7.3,7.4,7.3,7.4,6.9,7.5,7.2,35000000,700381748,35.0,700.381748,20.010907085714287
41,tt1398426,Straight Outta Compton,Straight Outta Compton,2015,147.0,"Biography,Drama,History","nm6578009, nm3659660, nm4207146, nm0112932",,,nm0336620,,nm0023297,"nm6707680, nm0075696, nm0767655, nm0921023",R,7.8,7.9,7.8,8.0,7.7,8.0,7.7,8.0,6.9,7.9,7.7,28000000,201634991,28.0,201.634991,7.201249678571429
42,tt1413492,12 Strong,12 Strong,2018,130.0,"Action,Drama,History","nm1165110, nm0788335, nm0671567, nm1041023",,,nm3350420,,"nm0524745, nm0000988","nm0848217, nm0185976, nm3066678",R,6.5,6.8,6.6,6.6,6.4,6.6,6.4,6.9,5.8,6.8,6.4,35000000,67033417,35.0,67.033417,1.9152404857142857
43,tt1431045,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy","nm0005351, nm2554352, nm4534098",nm1072555,nm0432725,nm1783265,,"nm1334526, nm0795682","nm1014201, nm1116660",R,8.0,8.0,8.0,8.1,7.9,8.1,7.9,8.1,7.4,8.1,7.8,58000000,783112979,58.0,783.112979,13.501947913793103
44,tt1458169,Kidnap,Kidnap,2017,95.0,"Crime,Drama,Thriller","nm6179030, nm0854702","nm0000932, nm0569341",,nm1060986,,"nm1857184, nm4498658, nm0225146, nm0326063",nm1029878,R,5.8,6.2,5.9,5.9,5.8,5.8,5.8,6.3,5.3,5.9,5.8,21000000,34836080,21.0,34.83608,1.6588609523809525
45,tt1469304,Baywatch,Baywatch,2017,116.0,"Action,Comedy,Crime","nm0425005, nm1374980","nm1275259, nm1231899",,nm1164861,,,"nm0740115, nm0075276, nm0777209, nm0093748, nm0771065",R,5.5,5.7,5.5,5.7,5.4,5.6,5.4,5.9,4.9,5.5,5.4,69000000,177856751,69.0,177.856751,2.577634072463768
46,tt1472584,Max Steel,Max Steel,2016,92.0,"Action,Adventure,Family","nm3656718, nm3091777, nm0000412",nm0004742,nm1622492,nm0376664,,"nm1199803, nm0685597",nm1236653,PG-13,4.5,5.2,4.6,4.7,4.5,4.6,4.5,5.3,4.1,4.6,4.5,10000000,6272403,10.0,6.272403,0.6272403
47,tt1473832,Bridget Jones's Baby,Bridget Jones's Baby,2016,123.0,"Comedy,Drama,Romance",nm0000980,"nm0000250, nm0428121, nm0680766",,nm0536632,,"nm0271479, nm0079677","nm0276144, nm0563243, nm0000668",R,6.2,6.8,6.5,6.8,6.4,6.4,6.1,7.0,5.6,6.4,6.4,35000000,211952420,35.0,211.95242,6.055783428571428
48,tt1477834,Aquaman,Aquaman,2018,143.0,"Action,Adventure,Fantasy","nm0597388, nm0000353, nm0933940",nm1720028,,nm1490123,,,"nm0918816, nm0424901, nm3263825, nm0424315, nm3542504",PG-13,6.9,7.0,7.0,7.1,6.8,7.1,6.8,7.1,6.6,6.9,6.8,160000000,1147961807,160.0,1147.961807,7.17476129375
49,tt1485796,The Greatest Showman,The Greatest Showman,2017,105.0,"Biography,Drama,Musical","nm0413168, nm1374980","nm0931329, nm3918035",,nm1243905,,"nm0867768, nm1858656, nm0548257","nm0081081, nm0174374",PG,7.4,7.9,7.6,7.6,7.5,7.4,7.4,7.9,6.5,7.6,7.4,84000000,434950846,84.0,434.950846,5.177986261904762
50,tt1489889,Central Intelligence,Central Intelligence,2016,107.0,"Action,Comedy,Crime","nm0425005, nm0366389","nm0630379, nm0752407",,nm1098493,,"nm0835959, nm0288202, nm1213782","nm0054697, nm2811682",PG-13,6.3,6.5,6.3,6.4,6.2,6.3,6.2,6.5,5.9,6.4,6.2,50000000,217196811,50.0,217.196811,4.34393622
51,tt1502407,Halloween,Halloween,2018,106.0,"Horror,Thriller",nm0183921,"nm0000130, nm0339460, nm5506858",,nm0337773,,nm0015443,"nm0000118, nm0384185, nm2171769, nm1144419",R,6.5,6.5,6.6,6.7,6.4,6.7,6.5,6.6,6.4,6.9,6.3,10000000,255485178,10.0,255.485178,25.5485178
52,tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama","nm1886602, nm0430107, nm0068260",nm0544718,,nm2503633,,nm0329084,"nm2916300, nm1334526, nm0498278, nm0456158",PG-13,4.3,4.7,4.3,4.1,4.4,3.9,4.4,4.6,4.3,4.2,4.4,120000000,167977596,120.0,167.977596,1.3998133000000001
53,tt1517451,A Star Is Born,A Star Is Born,2018,136.0,"Drama,Music,Romance","nm0177896, nm0000385, nm0342399",nm3078932,,,,,"nm0682757, nm0744839, nm3391497, nm0366454, nm0242869, nm0225820",R,7.6,7.8,7.7,7.8,7.5,7.8,7.5,7.8,7.0,7.8,7.5,36000000,433888866,36.0,433.888866,12.0524685
54,tt1524575,The Vatican Tapes,The Vatican Tapes,2015,91.0,"Horror,Thriller","nm0671567, nm0779084, nm0005023",nm2772584,,nm0004410,,"nm0524342, nm1038319","nm0096319, nm2130654, nm0604555",PG-13,4.7,4.9,4.8,4.5,4.7,4.4,4.6,4.7,4.4,5.0,4.7,8000000,10105081,8.0,10.105081,1.263135125
55,tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy","nm1159180, nm1711114, nm4347315",nm0000775,nm0006205,"nm0197855, nm0326246",,"nm0070454, nm0229694",nm0000455,R,6.1,6.2,6.1,6.2,6.1,6.2,6.1,6.3,5.6,6.0,6.1,31000000,104884188,31.0,104.884188,3.3833609032258063
56,tt1528854,Daddy's Home,Daddy's Home,2015,96.0,Comedy,"nm0002071, nm0000242, nm0002006",nm0004802,nm0028787,nm1890845,,"nm0376260, nm0570912","nm0122602, nm1898234",PG-13,6.1,6.3,6.2,6.2,6.1,6.2,6.1,6.4,5.7,6.1,6.1,50000000,242786137,50.0,242.786137,4.85572274
57,tt1540011,Blair Witch,Blair Witch,2016,89.0,"Horror,Mystery,Thriller","nm4372483, nm1792900","nm5555747, nm4094023",,nm1417392,,"nm2124081, nm2384784, nm2096462, nm0498175",nm1440023,R,5.0,5.0,5.0,5.1,5.0,5.1,5.0,5.1,4.5,5.1,4.9,5000000,45172994,5.0,45.172994,9.034598800000001
58,tt1563742,Overboard,Overboard,2018,112.0,"Comedy,Romance","nm0220240, nm0001314","nm0267506, nm0519456",nm1015867,nm0338576,,nm0643967,"nm1462097, nm0228908",PG-13,5.9,6.2,6.0,6.2,5.9,6.1,5.9,6.4,5.1,5.8,5.9,12000000,91244913,12.0,91.244913,7.603742749999999
59,tt1571234,Mortal Engines,Mortal Engines,2018,128.0,"Action,Adventure,Fantasy","nm1588066, nm0915989","nm2623492, nm3705886",,nm0729514,,nm0287149,"nm0909638, nm0101991, nm0001392, nm2245380",PG-13,6.1,6.3,6.1,6.1,6.0,6.1,6.0,6.3,5.9,6.0,6.0,100000000,82865379,100.0,82.865379,0.8286537900000001
60,tt1590193,The Commuter,The Commuter,2018,105.0,"Action,Mystery,Thriller","nm0000553, nm0933940, nm0052186",nm0267812,,nm1429471,,"nm0739868, nm2670366","nm2068778, nm2071379, nm0257513",PG-13,6.3,6.5,6.3,6.4,6.2,6.4,6.2,6.6,6.1,6.2,6.2,30000000,119942387,30.0,119.942387,3.9980795666666666
61,tt1596363,The Big Short,The Big Short,2015,130.0,"Biography,Comedy,Drama","nm0000288, nm0136797, nm0331516, nm0000093",,,nm0570912,,"nm0586969, nm0306890, nm1250070","nm1017488, nm1034122",R,7.8,7.6,7.8,7.8,7.7,7.9,7.7,7.6,7.3,7.9,7.7,28000000,133346506,28.0,133.346506,4.762375214285714
62,tt1608290,Zoolander 2,Zoolander 2,2016,101.0,Comedy,"nm0001774, nm0005562, nm0002071",nm0004851,,,,"nm0542802, nm0180366","nm0857620, nm0831557, nm0357453, nm0766153",PG-13,4.7,4.9,4.7,4.7,4.7,4.6,4.7,4.9,4.4,4.7,4.7,50000000,55969000,50.0,55.969,1.11938
63,tt1615160,The Foreigner,The Foreigner,2017,113.0,"Action,Thriller","nm0000329, nm1257480, nm0849214",nm1648520,,nm0132709,,"nm0525961, nm2222628, nm0475423","nm0545861, nm0495319",R,7.0,7.0,7.0,7.0,6.9,7.0,6.9,7.0,6.7,7.0,6.9,35000000,145374099,35.0,145.374099,4.153545685714286
64,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi","nm1475594, nm1519666, nm0000293",nm0005109,nm0315974,"nm0905154, nm0905152",nm0076670,nm0384294,,PG-13,5.3,5.5,5.3,5.3,5.3,5.2,5.2,5.5,5.1,5.4,5.3,176000000,183887723,176.0,183.887723,1.0448166079545453
65,tt1618442,The Last Witch Hunter,The Last Witch Hunter,2015,106.0,"Action,Adventure,Fantasy","nm0004874, nm0000704, nm0959963",nm3310211,,nm0252135,,"nm0325927, nm0004799","nm2309430, nm1948885, nm2332952",PG-13,5.9,6.3,6.0,6.1,5.9,6.0,5.9,6.3,5.4,6.0,5.9,90000000,146936910,90.0,146.93691,1.6326323333333335
66,tt1619029,Jackie,Jackie,2016,100.0,"Biography,Drama,History","nm0765597, nm0001082","nm0000204, nm1950086",,nm1883257,,"nm2213147, nm0004716, nm0291542, nm0359504",nm3834300,R,6.7,6.6,6.7,7.0,6.5,7.1,6.5,6.9,6.2,6.9,6.6,9000000,11692444,9.0,11.692444,1.2991604444444445
67,tt1620680,A Wrinkle in Time,A Wrinkle in Time,2018,109.0,"Adventure,Family,Fantasy",,"nm4977564, nm0001856, nm0000702, nm1411676",,nm1148550,,"nm0924270, nm1034870","nm1601644, nm0830969, nm0478291",PG,3.9,5.0,4.2,4.3,4.2,3.9,3.9,5.0,3.7,4.4,4.0,100000000,132675864,100.0,132.675864,1.32675864
68,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,120.0,"Action,Adventure,Sci-Fi","nm2955013, nm0000156, nm0000597",nm2140860,,nm0000386,,,"nm1125328, nm1288961, nm1123994, nm0002041, nm0888743",PG-13,5.2,5.5,5.2,5.4,5.2,5.3,5.1,5.7,5.0,5.2,5.2,165000000,389681935,165.0,389.681935,2.361708696969697
69,tt1638355,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,2015,116.0,"Action,Adventure,Comedy","nm0147147, nm2309517","nm2539953, nm4456120",,nm0005363,,nm0164626,"nm0927880, nm0458566, nm0933276, nm0738222",PG-13,7.2,7.6,7.3,7.4,7.2,7.4,7.2,7.7,6.6,7.2,7.2,75000000,109845109,75.0,109.845109,1.4646014533333334
70,tt1648190,The Dark Tower,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy","nm0252961, nm0000190, nm6999211, nm0371660",,,nm1064048,,nm0000165,"nm0326040, nm0684374, nm0421314, nm0000175",PG-13,5.6,5.9,5.6,5.6,5.6,5.6,5.5,5.9,5.2,5.6,5.6,60000000,113461527,60.0,113.461527,1.89102545
71,tt1655461,Wild Oats,Wild Oats,2016,86.0,"Action,Adventure,Comedy",nm1784872,"nm0000511, nm0001448, nm0000193",,nm0855035,,"nm2119938, nm1122326, nm0296403","nm0616673, nm0437594",PG-13,5.5,5.9,5.7,5.7,5.4,5.5,5.3,5.9,5.4,5.9,5.4,10000000,242312,10.0,0.242312,0.0242312
72,tt1661199,Cinderella,Cinderella,2015,105.0,"Drama,Family,Fantasy",nm0534635,"nm4141252, nm0000949, nm0000307",,nm0000110,,"nm1903054, nm0057655, nm1334526","nm0919363, nm0674518",PG,6.8,7.1,6.9,7.0,6.8,6.9,6.7,7.1,6.4,7.1,6.8,95000000,543514353,95.0,543.514353,5.721203715789474
73,tt1663202,The Revenant,The Revenant,2015,156.0,"Action,Adventure,Biography","nm0000138, nm0362766, nm2401020, nm1727304",,,nm0327944,,"nm0661289, nm0326512, nm0586969","nm1872664, nm3488559",R,8.0,7.8,8.0,8.1,7.9,8.1,7.9,7.9,7.7,8.1,7.9,135000000,532950503,135.0,532.950503,3.947781503703704
74,tt1674771,Entourage,Entourage,2015,104.0,Comedy,"nm0004978, nm0175305, nm1483196, nm0001143",,,nm0254120,nm0343846,"nm0506100, nm0000242",nm0731146,R,6.6,6.4,6.6,6.8,6.5,6.9,6.5,6.5,5.5,6.6,6.5,30000000,49263404,30.0,49.263404,1.6421134666666668
75,tt1677720,Ready Player One,Ready Player One,2018,140.0,"Action,Adventure,Sci-Fi","nm4446467, nm0578853","nm4972453, nm2913119",,nm0000229,,"nm1069736, nm0209773, nm2252124","nm0672015, nm2094392",PG-13,7.4,7.5,7.5,7.5,7.4,7.5,7.4,7.5,7.0,7.4,7.4,175000000,582890172,175.0,582.890172,3.3308009828571428
76,tt1679335,Trolls,Trolls,2016,92.0,"Adventure,Animation,Comedy","nm0005493, nm2395586","nm0447695, nm0221046",,"nm0230666, nm0593610",,,"nm8540931, nm0008743, nm0074184, nm1106214",PG,6.3,6.9,6.5,6.5,6.4,6.3,6.3,6.8,5.7,6.5,6.4,125000000,346864462,125.0,346.864462,2.774915696
