,tconst,primary_title,original_title,start_year,runtime_minutes,genres,actor,actress,composer,director,editor,producer,writer,movrating,r males,r females,r imdb users,r aged 18 29,r aged 30 44,r males aged 18 29,r males aged 30 44,r females aged 18 29,r top 1000 voters,r us users,r non us users,budget,global_gross,budget_inmil,gross_inmil,profit_ratio
315,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016,133.0,"Action,Adventure,Sci-Fi","nm0526019, nm0876138, nm0947447",nm0428065,,nm2284484,,,"nm0000184, nm0919363, nm0006904, nm0461306, nm1729428",PG-13,7.8,7.7,7.8,7.8,7.7,7.8,7.7,7.8,7.5,7.9,7.6,200000000,1056057273,200.0,1056.057273,5.280286364999999
316,tt3760922,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,2016,94.0,"Comedy,Romance","nm0179173, nm0176073","nm0889522, nm0443577",nm0501999,nm0428600,,"nm0324556, nm0000158, nm0001854",,PG-13,5.8,6.3,6.0,6.2,5.9,5.9,5.7,6.4,5.1,6.2,5.9,18000000,92096558,18.0,92.096558,5.116475444444444
317,tt3766354,The Equalizer 2,The Equalizer 2,2018,121.0,"Action,Crime,Thriller","nm0000243, nm0050959, nm5480894, nm0004730",,,nm0298807,,"nm0089820, nm0085542","nm0921013, nm0805994, nm2030456",R,6.7,7.0,6.7,6.7,6.6,6.7,6.6,7.0,6.3,6.8,6.6,62000000,190400157,62.0,190.400157,3.0709702741935483
318,tt3774114,Snowden,Snowden,2016,134.0,"Biography,Drama,Thriller","nm0330687, nm0704270","nm0940362, nm0502425",,nm0000231,,"nm0465740, nm0097001","nm1634307, nm4816469, nm3427812",R,7.3,7.4,7.3,7.3,7.2,7.3,7.2,7.4,6.7,7.2,7.2,40000000,37357216,40.0,37.357216,0.9339304
319,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,135.0,"Action,Adventure,Fantasy","nm2403277, nm0000437, nm2255973",nm3592338,,nm0000165,,"nm0005086, nm0004012","nm0440459, nm0001410, nm0000184",PG-13,6.9,7.0,6.9,6.9,6.9,6.9,6.9,7.0,6.6,7.0,6.8,300000000,393151347,300.0,393.151347,1.31050449
320,tt3783958,La La Land,La La Land,2016,128.0,"Comedy,Drama,Music","nm0331516, nm0799777","nm1297015, nm1679669",nm3225654,nm3227090,,"nm1757754, nm1344784, nm3527897, nm0686887",,PG-13,8.0,7.8,8.0,8.3,7.8,8.4,7.9,8.1,7.0,8.0,7.9,30000000,446092357,30.0,446.092357,14.869745233333333
321,tt3799694,The Nice Guys,The Nice Guys,2016,116.0,"Action,Comedy,Crime","nm0000128, nm0331516, nm0093589",nm3886028,"nm1384267, nm0653211",nm0000948,,nm0005428,nm0046524,R,7.4,7.2,7.4,7.6,7.2,7.6,7.3,7.4,7.0,7.5,7.3,50000000,62788218,50.0,62.788218,1.25576436
322,tt3819668,Dragon Ball Z: Resurrection 'F',Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F',2015,93.0,"Action,Adventure,Animation","nm0394690, nm0766493","nm0637586, nm0875442",nm1119778,nm2238569,nm0298016,"nm5465253, nm2154425",nm0868066,Not Rated,7.3,7.3,7.3,7.5,7.2,7.4,7.2,7.4,6.4,7.4,7.1,5000000,61768190,5.0,61.76819,12.353638
323,tt3829266,The Predator,The Predator,2018,107.0,"Action,Adventure,Sci-Fi","nm2933542, nm5218990, nm5016878, nm1221047",,nm2273444,nm0000948,,nm0204862,"nm0215269, nm0859029, nm0859049",R,5.3,5.6,5.4,5.4,5.3,5.4,5.3,5.6,5.5,5.5,5.2,88000000,160542134,88.0,160.542134,1.8243424318181818
324,tt3832914,War Room,War Room,2015,120.0,Drama,nm3956954,"nm2068185, nm1620433, nm7165607",nm0590141,nm1731937,nm1232772,,nm1726854,PG,5.9,7.8,6.5,6.3,6.2,5.8,5.7,7.5,4.8,6.7,5.6,3000000,73975239,3.0,73.975239,24.658413
325,tt3861390,Dumbo,Dumbo,2019,112.0,"Adventure,Family,Fantasy","nm0268199, nm0000474, nm0000362",nm1200692,,nm0000318,,"nm0294553, nm0292390","nm0472567, nm0008673, nm2927785",PG,6.2,6.7,6.3,6.3,6.3,6.1,6.2,6.7,5.9,6.2,6.2,170000000,353284621,170.0,353.284621,2.0781448294117646
326,tt3874544,The Boss Baby,The Boss Baby,2017,97.0,"Adventure,Animation,Comedy","nm0000285, nm0000114, nm0453994",nm0001435,"nm0001877, nm2385360",nm0569891,,nm0619820,"nm0567112, nm2807682",PG,6.3,6.6,6.3,6.4,6.3,6.4,6.2,6.7,5.6,6.2,6.3,125000000,527965936,125.0,527.965936,4.223727488000001
327,tt3882082,The Boy,The Boy,2016,97.0,"Horror,Mystery,Thriller","nm1140344, nm3609439, nm0636235",nm1659348,,nm0068587,,"nm0742347, nm0073554, nm0498175, nm0524342",nm3771577,PG-13,5.9,6.2,6.0,6.0,5.9,5.9,5.9,6.3,5.6,6.0,5.9,9000000,67159402,9.0,67.159402,7.462155777777777
328,tt3890160,Baby Driver,Baby Driver,2017,113.0,"Action,Crime,Drama","nm5052065, nm1256532, nm0358316",nm2555462,nm1888527,nm0942367,,"nm0079677, nm0271479, nm0661912",,R,7.6,7.5,7.6,7.8,7.4,7.8,7.4,7.7,7.3,7.8,7.5,34000000,228104185,34.0,228.104185,6.708946617647059
329,tt3896198,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,136.0,"Action,Adventure,Comedy","nm0695435, nm1176985, nm0004874",nm0757855,,nm0348181,,,"nm4160687, nm3966115, nm5037683, nm1921680, nm3238648",PG-13,7.6,7.8,7.6,7.7,7.5,7.6,7.5,7.8,7.4,7.7,7.5,200000000,863756051,200.0,863.756051,4.318780255
330,tt3905764,The Neighbor,The Neighbor,2018,105.0,"Romance,Thriller","nm0001209, nm0742146","nm2537621, nm0446465",nm1476392,nm1980747,,"nm2216463, nm7141440",nm0125693,R,5.0,4.8,4.9,5.1,4.9,5.0,5.0,5.3,4.6,5.1,4.9,500000,3500000,0.5,3.5,7.0
331,tt3922818,The Space Between Us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance","nm0000198, nm2633535","nm0001303, nm1429380",nm0516908,nm0155093,,,"nm1615610, nm0771609, nm0507669",PG-13,6.3,6.6,6.4,6.5,6.3,6.4,6.2,6.7,5.7,6.3,6.3,30000000,16481405,30.0,16.481405,0.5493801666666667
332,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"Action,Adventure,Comedy","nm0004715, nm1347153","nm1083271, nm0001473",,nm1757777,,nm0000881,"nm0032227, nm0625858, nm0481990, nm0247653",PG-13,5.9,6.1,6.0,6.0,5.9,6.0,5.9,6.2,5.4,5.9,5.9,135000000,245623848,135.0,245.623848,1.8194359111111111
333,tt4030600,The Bye Bye Man,The Bye Bye Man,2017,96.0,"Drama,Fantasy,Horror","nm0808022, nm1620741, nm0873998",nm6463103,,nm0864468,,"nm3078928, nm2551041, nm1006167","nm0672103, nm6765196",PG-13,4.2,4.6,4.2,4.0,4.4,3.8,4.3,4.4,4.0,4.1,4.3,7400000,23239232,7.4,23.239232,3.1404367567567566
334,tt4034228,Manchester by the Sea,Manchester by the Sea,2016,137.0,Drama,"nm0000729, nm0151419, nm2348627",nm0931329,,nm0518836,,"nm1016966, nm4568172, nm0000354, nm0601031, nm6844518",,R,7.8,7.6,7.8,8.0,7.7,8.1,7.7,7.7,7.1,7.8,7.8,8500000,62201310,8.5,62.20131,7.317801176470589
335,tt4034354,Swiss Army Man,Swiss Army Man,2016,97.0,"Adventure,Comedy,Drama","nm0200452, nm0705356","nm0935541, nm7708571",,"nm3453283, nm3215397",,"nm1622973, nm0047419, nm1224078, nm2473652",,R,6.9,7.0,7.0,7.3,6.8,7.3,6.8,7.2,6.0,7.1,6.9,3000000,4121261,3.0,4.121261,1.3737536666666665
336,tt4046784,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015,131.0,"Action,Sci-Fi,Thriller","nm3729721, nm1032473, nm0002064",nm2546012,,nm1226871,,"nm1650412, nm2125212, nm0324041","nm2385905, nm4212895",PG-13,6.2,6.6,6.3,6.5,6.2,6.4,6.1,6.8,5.7,6.3,6.2,61000000,312325103,61.0,312.325103,5.120083655737705
337,tt4052882,The Shallows,The Shallows,2016,86.0,"Drama,Horror,Thriller","nm1049982, nm8427114, nm8238078",nm0515116,nm0001937,nm1429471,,"nm0365036, nm1105713",nm1097510,PG-13,6.3,6.4,6.3,6.4,6.2,6.3,6.2,6.5,6.1,6.4,6.2,17000000,119100758,17.0,119.100758,7.005926941176471
338,tt4057916,Top Cat Begins,Don Gato: El Inicio de la Pandilla,2015,89.0,"Animation,Family","nm0364814, nm0249283, nm0516496, nm1625688",,,nm0184308,,,"nm0360253, nm0471172, nm0486007, nm0709182, nm0053484",PG,4.2,4.4,4.2,4.2,4.6,4.1,4.7,4.2,3.3,5.1,4.1,8000000,4651003,8.0,4.651003,0.581375375
339,tt4064912,Shine,Shine,2017,95.0,"Drama,Music","nm0953882, nm2054453","nm0888727, nm1130496",nm8672287,nm2493004,,nm1870615,"nm5814776, nm2179750, nm3006402",R,4.0,6.9,4.7,4.8,4.8,5.0,4.4,7.2,4.5,4.6,4.2,400000,1325000,0.4,1.325,3.3124999999999996
340,tt4073790,The Darkest Minds,The Darkest Minds,2018,104.0,"Action,Adventure,Drama","nm0925966, nm6170168","nm3964350, nm0601553",nm1818744,nm0950775,,"nm1362282, nm0506613","nm1209925, nm4428412",PG-13,5.5,6.3,5.7,5.9,5.6,5.5,5.4,6.5,4.7,5.7,5.6,34000000,24420461,34.0,24.420461,0.7182488529411765
341,tt4094724,The Purge: Election Year,The Purge: Election Year,2016,108.0,"Action,Horror,Sci-Fi","nm0342029, nm0932112, nm1928515",nm0593310,,nm0218621,,"nm1085924, nm0000881, nm0089658, nm0286320, nm0298181",,R,6.0,6.2,6.0,6.1,5.9,6.1,5.9,6.3,5.6,6.0,5.9,10000000,118685662,10.0,118.685662,11.8685662
342,tt4115932,Hollywood Adventures,Hollywood Adventures,2015,114.0,"Action,Adventure,Comedy","nm2119781, nm1291827","nm0955505, nm5060546",,nm1300275,,,"nm2073574, nm0065740, nm0002592, nm0510912, nm1184634",Not Rated,4.9,5.3,5.0,4.7,4.9,4.5,4.8,5.2,4.2,5.1,4.8,30000000,53246837,30.0,53.246837,1.7748945666666667
343,tt4116284,The Lego Batman Movie,The Lego Batman Movie,2017,104.0,"Action,Animation,Comedy","nm0004715, nm0148418, nm0000146",nm0206257,,nm0003021,,,"nm4465847, nm0334381, nm0571344, nm1273099, nm2972864",PG,7.2,7.4,7.3,7.4,7.2,7.4,7.2,7.5,6.9,7.4,7.2,80000000,311950384,80.0,311.950384,3.8993797999999997
344,tt4120176,Things to Come,L'avenir,2016,102.0,Drama,"nm0545838, nm1007411","nm0001376, nm0778568",,nm0361135,nm1520209,nm0318570,,PG-13,6.9,7.0,7.0,7.3,6.9,7.3,6.9,7.2,6.1,7.0,6.9,2100000,282382,2.1,0.282382,0.13446761904761906
345,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy","nm1519666, nm0283945, nm0000136",nm2239702,nm0006133,nm0946734,,"nm0382268, nm0460141, nm0927880",nm0746830,PG-13,6.4,7.0,6.6,6.6,6.5,6.5,6.4,7.0,6.0,6.5,6.5,200000000,653755901,200.0,653.755901,3.268779505
346,tt4126476,After,After,2019,105.0,"Drama,Romance",nm2842005,"nm0000884, nm0004757, nm6466214",,nm1788310,,"nm9114050, nm0004799, nm0316774","nm0573185, nm6849771",PG-13,4.9,5.8,5.4,5.4,5.3,4.9,4.8,5.7,4.6,5.4,5.2,14000000,69497587,14.0,69.497587,4.964113357142857
347,tt4126568,Open Water 3: Cage Dive,Open Water 3: Cage Dive,2017,80.0,"Adventure,Drama,Horror","nm3187567, nm4263442, nm5149187",nm4728788,,nm4726966,,"nm8365517, nm4677188, nm0322811, nm3522169",nm7072248,R,4.1,4.4,4.2,4.0,4.2,3.8,4.1,4.6,3.8,4.1,4.1,20000000,2486774,20.0,2.486774,0.1243387
348,tt4136084,Florence Foster Jenkins,Florence Foster Jenkins,2016,111.0,"Biography,Comedy,Drama","nm0000424, nm0374865","nm0000658, nm0272581",nm0006035,nm0001241,,"nm0474138, nm0780870",nm0552842,PG-13,6.8,6.9,6.8,6.8,6.8,6.8,6.7,6.9,6.3,6.8,6.8,29000000,2080000,29.0,2.08,0.07172413793103448
349,tt4154664,Captain Marvel,Captain Marvel,2019,123.0,"Action,Adventure,Sci-Fi","nm0000168, nm0578853, nm0000179",nm0488953,,"nm1349818, nm0281396",,nm0270559,"nm4039044, nm2270979, nm0498834",PG-13,6.8,7.5,6.9,6.9,6.9,6.7,6.8,7.5,6.7,7.0,6.8,175000000,1128274794,175.0,1128.274794,6.447284537142857
350,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149.0,"Action,Adventure,Sci-Fi","nm0000375, nm1165110, nm0749263, nm0262635",,,"nm0751577, nm0751648",,,"nm0456158, nm1321655, nm1321656, nm0498278",PG-13,8.4,8.4,8.4,8.6,8.3,8.6,8.3,8.5,7.7,8.5,8.3,321000000,2048709917,321.0,2048.709917,6.382273884735203
351,tt4154796,Avengers: Endgame,Avengers: Endgame,2019,181.0,"Action,Adventure,Sci-Fi","nm0000375, nm0262635, nm0749263, nm1165110",,,"nm0751577, nm0751648",,,"nm0456158, nm1321655, nm1321656, nm0498278",PG-13,8.4,8.5,8.4,8.6,8.3,8.5,8.2,8.6,7.7,8.5,8.2,356000000,2797800564,356.0,2797.800564,7.858990348314607
352,tt4160708,Don't Breathe,Don't Breathe,2016,88.0,"Crime,Horror,Thriller","nm0002332, nm1910255, nm4683167",nm3994408,nm0063414,nm1793079,,"nm0000600, nm0849964",nm2140186,R,7.1,7.0,7.1,7.2,7.0,7.3,7.0,7.1,6.8,7.2,7.0,9900000,159047649,9.9,159.047649,16.065419090909092
353,tt4172430,13 Hours,13 Hours,2016,144.0,"Action,Drama,History","nm1024677, nm1032567, nm0197647, nm0219292",,nm1154632,nm0000881,,nm0831098,"nm2353561, nm4021083",R,7.2,7.6,7.3,7.3,7.2,7.3,7.2,7.5,6.7,7.5,7.1,50000000,69411370,50.0,69.41137,1.3882274000000001
354,tt4196776,Jason Bourne,Jason Bourne,2016,123.0,"Action,Thriller","nm0000354, nm0000169, nm0001993",nm2539953,,nm0339030,,"nm3328356, nm0329084, nm0550881","nm0002582, nm0524924",PG-13,6.6,6.6,6.6,6.7,6.6,6.7,6.6,6.7,6.3,6.6,6.6,120000000,415484914,120.0,415.484914,3.4623742833333333
355,tt4217392,Kung Fu Yoga,Gong fu yu jia,2017,107.0,"Action,Adventure,Comedy","nm0000329, nm7344694","nm7094216, nm7796669",nm0910996,nm0867262,,"nm5260718, nm8732473, nm0876602, nm0917671",,Not Rated,5.1,5.3,5.2,5.2,5.1,5.2,5.1,5.5,4.8,5.2,5.1,65000000,263036301,65.0,263.036301,4.046712323076923
356,tt4218572,Widows,Widows,2018,129.0,"Crime,Drama,Thriller",,"nm0205626, nm0735442, nm4456120",nm0001877,nm2588606,,"nm2096617, nm0586969, nm0792431","nm5058839, nm0478852",R,6.9,6.8,6.9,7.1,6.8,7.1,6.8,6.9,6.4,7.0,6.8,42000000,75984700,42.0,75.9847,1.809159523809524
357,tt4244998,Alpha,Alpha,2018,96.0,"Adventure,Drama,Family","nm2240346, nm1778512, nm5105099, nm0401638",,"nm0213358, nm0824195",nm0400436,,nm0739868,nm4470029,PG-13,6.6,7.1,6.7,6.8,6.6,6.7,6.5,7.1,6.2,6.8,6.6,51000000,99624873,51.0,99.624873,1.953428882352941
358,tt4258698,Southside with You,Southside with You,2016,84.0,"Biography,Drama,History","nm4554036, nm0887363","nm1754366, nm0068599",nm0853200,nm1973681,nm0771472,nm0854052,,PG-13,6.0,6.4,6.3,6.5,6.1,6.6,5.9,6.4,5.4,6.3,6.0,1500000,7000000,1.5,7.0,4.666666666666667
359,tt4276752,Mojin - The Lost Legend,Xun Long Jue,2015,127.0,"Action,Adventure,Drama","nm1179512, nm0007205","nm2854802, nm0795517",,nm4069612,,"nm5422290, nm0155295, nm7364987","nm2310115, nm8701055",Not Rated,5.9,6.2,6.0,6.3,5.9,6.3,5.9,6.4,5.4,6.1,6.0,37000000,259361762,37.0,259.361762,7.009777351351351
360,tt4276820,The Founder,The Founder,2016,115.0,"Biography,Drama,History","nm0000474, nm0644406, nm0002253",nm0004802,nm0001980,nm0359387,,"nm0359534, nm0719637, nm0753083",nm1557909,PG-13,7.2,7.1,7.2,7.2,7.2,7.2,7.2,7.1,6.8,7.3,7.2,25000000,24403192,25.0,24.403192,0.97612768
361,tt4285496,Embrace of the Serpent,El abrazo de la serpiente,2015,125.0,"Adventure,Drama","nm7047915, nm0082052, nm7047916, nm1542362",,nm0511038,nm1458734,,nm5305003,"nm7518645, nm7518644, nm2662166",Not Rated,7.8,8.1,7.9,8.1,7.8,8.1,7.8,8.4,6.9,7.8,7.8,1400000,3411541,1.4,3.411541,2.436815
362,tt4287320,The Circle,The Circle,2017,110.0,"Drama,Sci-Fi,Thriller","nm0000158, nm3915784, nm1294664",nm0914612,nm0000384,nm1242054,,"nm0106835, nm0324556",nm1101630,PG-13,5.3,5.5,5.3,5.3,5.3,5.3,5.2,5.5,5.1,5.2,5.3,18000000,40656399,18.0,40.656399,2.2586888333333333
363,tt4302938,Kubo and the Two Strings,Kubo and the Two Strings,2016,101.0,"Action,Adventure,Animation","nm3280686, nm0000190, nm0000146",nm0000234,nm0547050,nm1325899,,nm1750312,"nm1199351, nm2752098, nm1306819",PG,7.7,8.0,7.8,7.9,7.7,7.8,7.7,8.0,7.1,7.9,7.7,60000000,76257813,60.0,76.257813,1.27096355
364,tt4341582,Queen of Katwe,Queen of Katwe,2016,124.0,"Biography,Drama,Sport","nm0654648, nm8421695","nm8136461, nm2143282",nm0373588,nm0619762,,"nm0137811, nm0212990","nm0923980, nm1885371",PG,7.3,7.8,7.4,7.5,7.3,7.3,7.2,7.7,6.3,7.4,7.3,15000000,10367161,15.0,10.367161,0.6911440666666666
365,tt4361050,Ouija: Origin of Evil,Ouija: Origin of Evil,2016,99.0,"Drama,Horror,Mystery",nm0001794,"nm0714147, nm5157662, nm2399383",,nm1093039,,"nm0089658, nm0000881","nm3670452, nm1340000, nm0925482",PG-13,6.1,6.1,6.1,6.2,6.1,6.2,6.1,5.9,5.7,6.4,6.0,9000000,79496033,9.0,79.496033,8.832892555555555
366,tt4385888,20th Century Women,20th Century Women,2016,119.0,"Comedy,Drama",nm0001082,"nm0000906, nm1102577, nm1950086",nm0002685,nm0590122,,"nm0136904, nm2691892, nm1323058",,R,7.3,7.3,7.3,7.7,7.2,7.7,7.2,7.6,6.3,7.5,7.3,7000000,5757620,7.0,5.75762,0.8225171428571428
367,tt4387040,Airlift,Airlift,2016,130.0,"Drama,History","nm0474774, nm1122912, nm5787869",nm1909661,,nm1329166,,nm5548228,"nm9822757, nm1937760, nm1330994, nm7758927",Not Rated,7.9,7.7,8.0,8.2,7.6,8.3,7.6,8.0,6.2,7.6,7.6,4400000,28000000,4.4,28.0,6.363636363636363
368,tt4425200,John Wick: Chapter 2,John Wick: Chapter 2,2017,122.0,"Action,Crime,Thriller","nm0000206, nm1249052, nm0574534",nm3199307,"nm1177490, nm0061045",nm0821432,,"nm0412588, nm2443562",nm4401003,R,7.4,7.4,7.5,7.7,7.3,7.7,7.3,7.5,7.2,7.7,7.3,40000000,171539887,40.0,171.539887,4.288497175
369,tt4430212,Drishyam,Drishyam,2015,163.0,"Crime,Drama,Mystery","nm0222426, nm0438494","nm1328152, nm0007102",,nm1723225,,"nm2083546, nm2391751, nm1166150","nm2572228, nm3179723",Not Rated,8.2,7.7,8.2,8.5,7.9,8.5,7.9,8.1,5.8,7.5,8.0,9400000,17150759,9.4,17.150759,1.824548829787234
370,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016,92.0,Comedy,"nm0736622, nm1374980","nm0126284, nm1631269",nm0028787,nm0831557,,nm4384917,"nm1157527, nm1895993, nm1698571",R,5.6,5.8,5.7,5.8,5.6,5.8,5.6,5.9,5.1,5.8,5.6,35000000,108872656,35.0,108.872656,3.1106473142857145
371,tt4465564,Fifty Shades Darker,Fifty Shades Darker,2017,118.0,"Drama,Romance","nm1946193, nm0425053","nm0424848, nm3037833",,nm0001226,,"nm0899553, nm0116232, nm0006894","nm0502727, nm1093317",R,4.1,5.4,4.6,4.6,4.4,4.1,4.1,5.4,3.6,4.7,4.4,55000000,374275967,55.0,374.275967,6.8050175818181815
372,tt4468740,Paddington 2,Paddington 2,2017,103.0,"Adventure,Comedy,Family","nm0924210, nm0000424, nm0095017",nm1020089,,nm1653753,,nm0382268,"nm1375030, nm1286491, nm1638619, nm1776787",PG,7.8,7.9,7.8,8.0,7.7,8.0,7.6,8.0,7.1,8.0,7.7,40000000,227622082,40.0,227.622082,5.69055205
373,tt4477536,Fifty Shades Freed,Fifty Shades Freed,2018,105.0,"Drama,Romance,Thriller","nm1946193, nm0425053","nm0424848, nm3037833",,nm0001226,,"nm0899553, nm0116232, nm0006894","nm0502727, nm1093317",R,4.0,5.3,4.5,4.6,4.3,4.0,3.9,5.4,3.5,4.6,4.3,55000000,371985018,55.0,371.985018,6.7633639636363645
374,tt4481414,Gifted,Gifted,2017,101.0,Drama,nm0262635,"nm5085683, nm0242026, nm0818055",nm1387379,nm1989536,,"nm0169213, nm0526412",nm0002368,PG-13,7.5,7.7,7.6,7.7,7.5,7.7,7.5,7.9,6.9,7.6,7.5,7000000,40193907,7.0,40.193907,5.741986714285715
375,tt4481514,The House,The House,2017,88.0,"Comedy,Crime","nm0002071, nm1727621","nm0688132, nm1364532",,nm1157527,,"nm0570912, nm0236944, nm1819990, nm1144042",nm1895993,R,5.6,5.7,5.6,5.7,5.6,5.6,5.6,5.7,5.0,5.6,5.6,40000000,33281529,40.0,33.281529,0.832038225
376,tt4494382,Condorito: The Movie,Condorito: La Película,2017,88.0,"Adventure,Animation,Comedy","nm1410318, nm0209246, nm5375872",nm6647264,,"nm0650637, nm1823279",,nm2491694,"nm8417325, nm0685289, nm7060049",PG,5.2,5.5,5.2,5.0,5.2,5.1,5.2,4.7,3.2,4.9,5.1,8000000,8406497,8.0,8.406497,1.050812125
377,tt4500922,The Death Cure,Maze Runner: The Death Cure,2018,143.0,"Action,Sci-Fi,Thriller","nm3729721, nm3859624, nm1032473",nm2546012,,nm1226871,,"nm1650412, nm2125212, nm0324041","nm2385905, nm4212895",PG-13,6.1,6.6,6.2,6.4,6.0,6.3,6.0,6.8,5.6,6.3,6.1,62000000,288261741,62.0,288.261741,4.649382919354839
378,tt4501244,Why Him?,Why Him?,2016,111.0,Comedy,"nm0290556, nm0147825","nm3614913, nm0024425",,nm0357453,,"nm0001774, nm1362282, nm0506613","nm0375043, nm1706767",R,6.2,6.3,6.2,6.3,6.1,6.3,6.1,6.4,5.6,6.1,6.1,38000000,118102725,38.0,118.102725,3.107966447368421
379,tt4513674,Café Society,Café Society,2016,96.0,"Comedy,Drama,Romance","nm0251986, nm0136797","nm0829576, nm0515116",,nm0000095,nm0503429,"nm0036981, nm1008264, nm2304996",,PG-13,6.6,6.5,6.6,6.7,6.5,6.8,6.6,6.5,6.0,6.6,6.6,30000000,34314223,30.0,34.314223,1.1438074333333332
380,tt4520364,Morgan,Morgan,2016,92.0,"Action,Horror,Sci-Fi",nm3307735,"nm0544718, nm5896355, nm3310211",nm2068037,nm0779524,,"nm0400240, nm0769644, nm0000631",nm1868849,R,5.8,5.8,5.8,5.7,5.7,5.7,5.7,5.8,5.5,5.9,5.7,8000000,7315248,8.0,7.315248,0.914406
381,tt4530422,Overlord,Overlord,2018,110.0,"Action,Adventure,Horror","nm5381254, nm0751518, nm1561982",nm7230577,nm1011485,nm1170339,,"nm0009190, nm6618222","nm0712753, nm1872664",R,6.6,6.7,6.6,6.7,6.6,6.7,6.6,6.8,6.4,6.8,6.5,38000000,41657844,38.0,41.657844,1.096259052631579
382,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller","nm5473782, nm0004937, nm0578853",nm2016723,nm2468967,nm1163264,,"nm2248832, nm0000138","nm9808366, nm3598916",PG-13,5.2,5.8,5.3,5.5,5.2,5.4,5.1,6.0,4.6,5.3,5.2,100000000,82248814,100.0,82.248814,0.8224881399999999
383,tt4547194,I Kill Giants,I Kill Giants,2017,106.0,"Drama,Fantasy,Thriller",,"nm4068901, nm0757855, nm1782299, nm3041653",,nm2225334,,"nm3733941, nm0055431, nm0001060","nm2399856, nm7212925",Not Rated,6.2,6.1,6.1,6.2,6.1,6.3,6.1,6.1,5.7,6.2,6.1,15100000,342558,15.1,0.342558,0.022685960264900662
384,tt4550098,Nocturnal Animals,Nocturnal Animals,2016,116.0,"Drama,Thriller","nm0350453, nm0788335, nm1093951",nm0010736,nm0466851,nm1053530,nm0811761,nm0007011,nm7216022,R,7.5,7.4,7.5,7.7,7.4,7.8,7.4,7.6,6.8,7.4,7.5,22500000,28450387,22.5,28.450387,1.2644616444444443
385,tt4555426,Darkest Hour,Darkest Hour,2017,125.0,"Biography,Drama,History","nm0000198, nm0578853","nm4141252, nm0000218",,nm0942504,,"nm0881703, nm0079677, nm0115537, nm0271479",nm0565026,PG-13,7.4,7.4,7.4,7.4,7.3,7.4,7.3,7.4,7.2,7.4,7.4,30000000,150847207,30.0,150.847207,5.028240233333333
386,tt4560436,Mile 22,Mile 22,2018,94.0,"Action,Adventure,Thriller","nm0000242, nm3299397, nm0000518",nm1659348,nm0751642,nm0000916,,nm0506100,"nm8820785, nm3169366",R,6.1,6.2,6.1,6.1,6.1,6.1,6.1,6.2,5.5,6.1,6.1,35000000,14248825,35.0,14.248825,0.40710928571428573
387,tt4572514,Patriots Day,Patriots Day,2016,133.0,"Action,Crime,Drama","nm0000242, nm0799777, nm0000422",nm1157358,,nm0000916,,nm0041765,"nm3208946, nm2440587, nm0848496, nm2053216",R,7.3,7.5,7.4,7.5,7.2,7.5,7.2,7.7,7.0,7.6,7.2,45000000,48277588,45.0,48.277588,1.072835288888889
388,tt4575576,Christopher Robin,Christopher Robin,2018,104.0,"Adventure,Animation,Comedy","nm0000191, nm0309693","nm2017943, nm6432607",,nm0286975,,,"nm2284377, nm0590316, nm0791615, nm3504405, nm0565336",PG,7.2,7.5,7.3,7.4,7.1,7.3,7.1,7.6,6.7,7.4,7.1,75000000,197744377,75.0,197.744377,2.636591693333333
389,tt4585080,The Heart of Man,The Heart of Man,2017,76.0,Documentary,"nm0281430, nm6767346",nm2430925,nm4131470,nm3167881,,nm5151282,"nm5079914, nm7244968",PG-13,8.3,8.7,8.2,8.7,8.2,8.7,8.2,9.1,3.0,8.8,7.3,850000,1500000,0.85,1.5,1.7647058823529411
390,tt4591310,The Monkey King 2,Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,119.0,"Action,Adventure,Fantasy","nm0477209, nm2682046, nm3370295",nm0000084,nm0002366,nm1110912,nm0482560,,"nm3220563, nm7814595, nm1063158",Not Rated,5.9,6.2,5.9,5.8,5.9,5.8,5.9,6.2,5.6,6.0,5.9,68005000,194058503,68.005,194.058503,2.853591691787369
391,tt4602066,The Catcher Was a Spy,The Catcher Was a Spy,2018,98.0,"Biography,Drama,War","nm0748620, nm0269419, nm0929489",nm0001567,,nm0506802,,"nm5052148, nm0289694, nm2015238","nm0734441, nm7260546",R,6.2,6.3,6.2,6.0,6.0,6.0,6.0,5.8,5.5,6.4,6.0,14000000,875102,14.0,0.875102,0.06250728571428572
